Number;Age;Language;CulturalProfile;Gender;Province;Income;Favoured_Product;JoinYear;Overdue;CurrentMOP;ClusterGroup
37890;95;English;3;Male;GP;I;Product1;2007;0;Cash;2
37892;95;English;3;Female;GP;;Product1;2008;0;Debit;4
9;19;English;3;Female;KZN;;Product3;2013;0;Cash;6
31;19;English;2;Male;KZN;;Product5;2013;0;Cash;6
34;19;English;1;Female;KZN;;Null;2013;1;Cash;6
37;19;English;2;Female;KZN;;Product5;2013;0;Cash;6
38;19;English;2;Female;KZN;;Product6;2012;0;Cash;6
40;19;English;2;Male;KZN;;Product6;2013;0;Cash;6
42;20;English;2;Female;KZN;;Product3;2013;1;Cash;6
48;20;English;3;Male;KZN;H;Product3;2011;0;Debit;5
58;20;English;1;Male;KZN;G;Product1;2012;1;Cash;2
60;20;English;2;Male;KZN;;Product10;2012;0;Cash;6
72;20;English;2;Male;KZN;;Product3;2012;0;Cash;6
74;20;English;2;Male;KZN;;Product3;2013;1;Cash;6
90;20;English;2;Male;KZN;;Product3;2013;0;Cash;6
91;20;English;2;Male;KZN;;Product3;2012;1;Cash;6
108;20;English;2;Male;KZN;H;Product3;2011;1;Cash;2
117;21;English;2;Male;KZN;;Product6;2013;1;Cash;6
118;21;English;2;Male;KZN;;Product3;2012;1;Cash;6
126;21;English;2;Male;KZN;;Product3;2013;1;Cash;6
132;21;English;2;Male;KZN;;Product6;2012;0;Cash;6
139;21;English;2;Female;KZN;;Product10;2011;1;Cash;6
140;21;English;2;Female;KZN;;Product3;2013;0;Cash;6
144;21;English;1;Male;KZN;H;Product3;2012;1;Cash;2
151;21;English;2;Female;KZN;;Product6;2011;1;Cash;6
154;21;English;2;Male;KZN;;Product3;2012;1;Cash;6
155;21;English;3;Female;KZN;I;Product1;2013;1;Cash;2
173;21;English;1;Female;KZN;I;Product3;2012;0;Cash;2
178;21;English;2;Female;KZN;I;Product3;2012;1;Cash;2
206;21;English;2;Male;KZN;;Product3;2013;1;Cash;6
213;21;English;1;Male;KZN;;Product3;2012;1;Cash;6
220;21;English;2;Female;KZN;;Product3;2013;0;Cash;6
225;21;English;2;Male;KZN;;Product3;2011;1;Cash;6
235;21;English;2;Female;KZN;;Product5;2013;0;Cash;6
244;21;English;1;Female;KZN;;Product3;2013;0;Cash;6
249;21;English;2;Male;KZN;;Null;2013;0;Cash;6
254;21;English;2;Male;KZN;H;Product3;2012;0;Debit;5
256;21;English;2;Male;KZN;;Product3;2013;1;Cash;6
273;22;English;2;Female;KZN;;Product3;2013;0;Cash;6
278;22;English;2;Male;KZN;;Product3;2013;0;Cash;6
288;22;English;2;Male;KZN;I;Product3;2011;0;Cash;2
294;22;English;2;Male;KZN;;Product3;2012;1;Cash;6
296;22;English;2;Female;KZN;I;Product3;2010;1;Cash;2
300;22;English;2;Male;KZN;I;Product3;2012;1;Cash;2
312;22;English;2;Male;KZN;G;Product3;2012;0;Cash;2
316;22;English;2;Female;KZN;F;Product3;2012;1;Debit;5
321;22;English;3;Male;KZN;;Product1;2013;1;Cash;4
323;22;English;2;Female;KZN;;Product3;2013;0;Cash;6
324;22;English;2;Male;KZN;;Null;2013;1;Cash;6
327;22;English;2;Male;KZN;I;Product3;2011;1;Cash;2
343;22;English;2;Female;KZN;;Product3;2013;1;Cash;6
351;22;English;2;Male;KZN;;Product3;2011;1;Cash;6
356;22;English;2;Female;KZN;;Product4;2013;0;Cash;6
367;22;English;2;Male;KZN;;Product3;2013;1;Cash;6
374;22;English;2;Female;KZN;;Product3;2013;1;Cash;6
375;22;English;2;Male;KZN;;Product5;2013;1;Cash;6
391;22;English;2;Female;KZN;;Product3;2013;0;Cash;6
395;22;English;2;Male;KZN;H;Product3;2010;1;Cash;2
397;22;English;2;Female;KZN;;Product3;2012;1;Cash;6
398;22;English;2;Female;KZN;E;Product3;2012;1;Cash;2
405;22;English;2;Female;KZN;;Null;2013;0;Cash;6
415;22;English;1;Female;KZN;G;Product3;2011;0;Debit;5
424;22;English;2;Male;KZN;I;Product5;2010;1;Cash;2
426;22;English;3;Female;KZN;;Product1;2012;1;Cash;4
429;22;English;2;Female;KZN;H;Product5;2011;0;Cash;2
433;22;English;2;Male;KZN;I;Product5;2013;1;Cash;2
440;22;English;2;Male;KZN;;Product3;2013;0;Cash;6
461;22;English;2;Male;KZN;I;Product5;2012;1;Cash;2
464;22;English;2;Male;KZN;;Product3;2011;1;Cash;6
468;22;English;3;Female;KZN;E;Product1;2011;0;Debit;4
477;22;English;1;Male;KZN;I;Product1;2010;1;Cash;2
483;22;English;2;Male;KZN;I;Product3;2011;0;Cash;2
484;22;English;1;Male;KZN;I;Product3;2011;1;Cash;2
485;22;English;2;Male;KZN;;Product3;2013;1;Cash;6
489;23;English;2;Female;KZN;;Product3;2013;0;Cash;6
491;23;English;3;Female;KZN;I;Product3;2012;1;Debit;2
497;23;English;2;Male;KZN;H;Product6;2011;0;Cash;2
500;23;English;2;Male;KZN;;Product10;2013;1;Cash;6
507;23;English;2;Male;KZN;;Product6;2013;1;Cash;6
517;23;English;2;Male;KZN;H;Product3;2010;1;Cash;2
528;23;English;3;Male;KZN;E;Product3;2012;0;Debit;5
529;23;English;2;Male;KZN;;Product3;2013;1;Cash;6
532;23;English;2;Female;KZN;;Product3;2012;1;Cash;6
536;23;English;3;Male;KZN;G;Product3;2012;1;Debit;5
537;23;English;2;Female;KZN;;Null;2013;0;Cash;6
546;23;English;1;Female;KZN;A;Product1;2012;0;Cash;6
557;23;English;2;Male;KZN;I;Product3;2011;0;Cash;2
566;23;English;2;Female;KZN;H;Product3;2010;0;Debit;5
567;23;English;3;Female;KZN;;Product3;2013;1;Cash;6
577;23;English;2;Female;KZN;;Product3;2013;1;Cash;6
583;23;English;2;Female;KZN;;Product3;2013;1;Cash;6
589;23;English;2;Female;KZN;;Product3;2013;0;Cash;6
590;23;English;2;Male;KZN;;Product3;2013;0;Cash;6
600;23;English;2;Female;KZN;I;Product3;2009;1;Cash;2
612;23;English;2;Female;KZN;;Product6;2013;0;Cash;6
623;23;English;2;Male;KZN;;Product3;2013;0;Cash;6
636;23;English;2;Female;KZN;I;Product6;2012;1;Cash;2
637;23;English;1;Male;KZN;H;Product3;2010;0;Cash;2
638;23;English;2;Male;KZN;;Product6;2013;0;Cash;6
679;23;English;2;Male;KZN;H;Product3;2010;1;Cash;2
680;23;English;2;Male;KZN;;Product3;2010;1;Cash;6
681;23;English;2;Female;KZN;;Product5;2013;0;Cash;6
701;23;English;1;Male;KZN;I;Product8;2009;0;Cash;2
708;23;English;2;Female;KZN;H;Product6;2011;1;Cash;2
715;23;English;1;Male;KZN;G;Product3;2009;1;Cash;6
721;23;English;1;Female;KZN;I;Product3;2012;0;Debit;2
734;23;English;2;Female;KZN;I;Product6;2011;0;Cash;2
744;23;English;2;Male;KZN;I;Product6;2012;0;Cash;2
749;23;English;2;Female;KZN;I;Product5;2012;1;Cash;2
769;23;English;3;Male;KZN;;Product3;2011;1;Cash;6
773;23;English;3;Female;KZN;G;Product1;2011;0;Debit;4
776;23;English;2;Male;KZN;I;Product3;2012;0;Cash;2
788;23;English;2;Male;KZN;I;Product5;2011;0;Cash;2
791;23;English;2;Female;KZN;;Product3;2013;0;Cash;6
799;23;English;2;Female;KZN;H;Product3;2012;1;Cash;2
810;24;English;2;Male;KZN;;Product3;2011;1;Cash;6
821;24;English;2;Male;KZN;H;Product3;2011;1;Cash;2
831;24;English;2;Male;KZN;H;Product3;2011;1;Debit;5
847;24;English;2;Male;KZN;H;Product3;2011;1;Cash;2
861;24;English;3;Male;KZN;I;Product3;2012;1;Cash;2
865;24;English;3;Female;KZN;E;Product3;2011;0;Debit;5
871;24;Afrikaans;3;Male;KZN;H;Product1;2012;0;Debit;1
883;24;English;1;Male;KZN;;Product3;2013;1;Cash;6
897;24;English;2;Male;KZN;;Product3;2013;1;Cash;6
902;24;English;2;Male;KZN;H;Product3;2010;0;Cash;2
905;24;English;2;Male;KZN;H;Product5;2013;1;Cash;2
907;24;English;1;Male;KZN;I;Product1;2013;1;Cash;2
910;24;English;2;Male;KZN;I;Product3;2012;1;Cash;2
914;24;English;2;Male;KZN;;Product4;2013;0;Debit;6
931;24;English;2;Male;KZN;I;Product6;2010;1;Cash;2
932;24;English;2;Male;KZN;I;Product6;2010;0;Cash;2
934;24;English;1;Female;KZN;C;Product3;2012;0;Debit;5
951;24;English;2;Female;KZN;;Product5;2013;0;Debit;5
952;24;English;2;Male;KZN;I;Product1;2012;1;Cash;2
964;24;English;1;Male;KZN;I;Product3;2012;1;Cash;2
971;24;English;3;Female;KZN;D;Product3;2011;0;Debit;5
977;24;English;2;Male;KZN;I;Product6;2010;0;Cash;2
981;24;English;2;Male;KZN;;Product6;2013;1;Cash;6
987;24;English;2;Male;KZN;F;Product3;2011;1;Cash;2
995;24;English;2;Male;KZN;;Product6;2013;1;Cash;6
1003;24;English;1;Female;KZN;G;Product3;2011;0;Debit;5
1007;24;English;2;Male;KZN;H;Product3;2010;1;Cash;2
1008;24;English;2;Female;KZN;;Product3;2013;0;Cash;6
1016;24;English;2;Male;KZN;E;Product3;2012;1;Cash;6
1020;24;English;2;Female;KZN;;Product3;2013;0;Cash;6
1021;24;English;3;Male;KZN;D;Product1;2009;1;Debit;4
1039;24;English;2;Female;KZN;G;Product5;2010;0;Cash;2
1041;24;English;2;Male;KZN;;Null;2009;0;Cash;6
1063;24;English;3;Male;KZN;I;Product1;2013;0;Debit;2
1064;24;English;2;Male;KZN;H;Product3;2012;0;Debit;5
1069;24;Afrikaans;3;Female;KZN;H;Product1;2011;1;Debit;1
1070;24;English;2;Female;KZN;I;Product3;2011;1;Cash;2
1078;24;English;2;Male;KZN;;Product3;2013;0;Cash;6
1086;24;English;2;Female;KZN;;Null;2013;0;Cash;6
1090;24;English;1;Female;KZN;I;Product3;2010;1;Cash;2
1092;24;English;2;Male;KZN;H;Product3;2010;1;Debit;5
1096;24;English;2;Male;KZN;;Product3;2012;1;Cash;6
1106;24;English;2;Male;KZN;I;Product6;2013;1;Cash;2
1132;24;English;2;Male;KZN;C;Product3;2009;0;Cash;6
1142;24;English;2;Male;KZN;H;Product1;2013;1;Cash;2
1152;24;English;2;Male;KZN;I;Product10;2012;1;Cash;2
1160;24;English;2;Male;KZN;I;Product6;2010;0;Cash;2
1162;24;English;2;Female;KZN;;Product3;2011;0;Cash;6
1169;24;English;2;Female;KZN;H;Product3;2013;1;Cash;2
1180;24;English;2;Male;KZN;H;Product3;2011;1;Cash;2
1189;24;English;1;Male;KZN;H;Product3;2009;1;Cash;2
1190;24;English;2;Male;KZN;;Product3;2013;1;Cash;6
1194;24;English;2;Male;KZN;G;Product3;2010;0;Cash;2
1195;24;English;2;Male;KZN;;Null;2013;0;Cash;6
1201;24;English;2;Female;KZN;;Product3;2013;0;Cash;6
1212;24;English;2;Female;KZN;;Product3;2013;1;Cash;6
1217;24;English;3;Male;KZN;;Product1;2010;0;Debit;4
1219;24;English;2;Female;KZN;;Product3;2013;0;Cash;6
1220;24;English;2;Male;KZN;;Product3;2011;1;Cash;6
1224;24;English;1;Male;KZN;I;Product1;2008;0;Cash;2
1237;24;English;3;Male;KZN;G;Product3;2012;1;Cash;2
1238;24;English;3;Female;KZN;F;Product1;2011;1;Debit;4
1241;24;English;2;Female;KZN;H;Product3;2011;0;Cash;2
1242;24;English;3;Female;KZN;F;Product1;2012;1;Cash;4
1243;24;English;2;Female;KZN;;Product5;2013;0;Cash;6
1248;24;English;2;Female;KZN;;Product5;2013;0;Cash;6
1252;24;English;2;Female;KZN;;Product3;2013;1;Cash;6
1254;24;English;2;Female;KZN;;Product3;2013;0;Cash;6
1256;24;English;2;Female;KZN;;Product6;2013;0;Cash;6
1257;24;English;2;Male;KZN;;Product3;2012;1;Cash;6
1265;24;English;1;Male;KZN;F;Product3;2012;1;Cash;6
1267;25;Afrikaans;3;Male;KZN;G;Product1;2010;0;Debit;1
1276;25;English;2;Male;KZN;I;Product3;2012;0;Cash;2
1295;25;English;3;Male;KZN;;Product1;2013;0;Cash;4
1303;25;English;2;Male;KZN;H;Product3;2012;1;Cash;2
1304;25;English;2;Female;KZN;;Product3;2013;0;Cash;6
1314;25;English;2;Female;KZN;I;Product3;2008;1;Cash;2
1322;25;English;2;Female;KZN;I;Product5;2008;1;Cash;2
1323;25;English;2;Male;KZN;;Product3;2010;1;Cash;6
1328;25;English;2;Male;KZN;G;Product3;2011;1;Cash;2
1341;25;English;2;Male;KZN;;Product3;2013;1;Cash;6
1345;25;English;2;Female;KZN;I;Product6;2011;1;Debit;2
1346;25;English;2;Female;KZN;;Product5;2013;1;Cash;6
1350;25;English;2;Male;KZN;I;Product3;2008;1;Cash;2
1356;25;English;2;Female;KZN;;Product3;2012;1;Cash;6
1358;25;English;2;Female;KZN;H;Product3;2013;0;Cash;2
1360;25;English;2;Female;KZN;;Product4;2013;0;Debit;6
1379;25;English;2;Male;KZN;;Product3;2009;1;Cash;6
1385;25;English;2;Male;KZN;I;Product3;2011;0;Debit;2
1388;25;English;2;Male;KZN;;Product3;2013;1;Cash;6
1395;25;English;2;Female;KZN;A;Product3;2011;0;Debit;5
1404;25;English;3;Male;KZN;;Product1;2013;1;Debit;4
1405;25;English;2;Female;KZN;;Product5;2013;0;Cash;6
1409;25;English;3;Female;KZN;H;Product1;2012;0;Cash;4
1415;25;English;3;Male;KZN;H;Product6;2012;1;Cash;2
1416;25;English;2;Female;KZN;I;Product3;2012;1;Cash;2
1431;25;English;3;Male;KZN;A;Product1;2012;0;Debit;4
1439;25;English;2;Male;KZN;H;Product6;2009;0;Cash;2
1444;25;English;3;Male;KZN;;Product1;2013;0;Cash;4
1452;25;English;2;Female;KZN;H;Product3;2013;0;Debit;5
1456;25;English;3;Female;KZN;C;Product1;2011;0;Debit;4
1458;25;English;2;Male;KZN;;Product3;2013;0;Cash;6
1463;25;English;3;Male;KZN;C;Product1;2013;0;Debit;4
1470;25;English;1;Male;KZN;;Product1;2009;0;Cash;6
1487;25;English;2;Female;KZN;H;Product6;2010;0;Cash;2
1499;25;English;2;Male;KZN;G;Product6;2011;1;Cash;6
1500;25;English;3;Female;KZN;;Product3;2013;0;Cash;6
1505;25;English;2;Male;KZN;E;Product3;2012;0;Cash;2
1509;25;English;2;Female;KZN;I;Product3;2012;1;Cash;2
1513;25;English;2;Female;KZN;D;Product3;2011;0;Cash;2
1529;25;English;2;Female;KZN;G;Product3;2012;1;Cash;2
1531;25;English;2;Female;KZN;;Product3;2013;1;Cash;6
1537;25;English;2;Male;KZN;A;Product3;2009;0;Debit;5
1543;25;English;2;Female;KZN;H;Product1;2010;0;Cash;2
1544;25;English;2;Male;KZN;;Null;2013;0;Cash;6
1572;25;English;2;Male;KZN;;Product3;2011;0;Cash;6
1588;25;English;2;Male;KZN;G;Product3;2012;1;Debit;5
1589;25;English;3;Male;KZN;H;Product3;2012;1;Cash;2
1590;25;English;2;Male;KZN;F;Product1;2011;0;Debit;5
1596;25;English;2;Male;KZN;F;Product3;2012;0;Debit;5
1615;25;English;2;Male;KZN;I;Product3;2012;1;Cash;2
1620;25;English;2;Male;KZN;;Null;2013;0;Cash;6
1629;25;English;2;Female;KZN;;Product1;2013;0;Debit;4
1638;25;English;2;Female;KZN;I;Product5;2013;1;Cash;2
1641;25;Afrikaans;3;Male;KZN;G;Product1;2009;1;Cash;1
1642;25;English;2;Male;KZN;;Product5;2013;0;Cash;6
1643;25;English;2;Female;KZN;;Null;2013;0;Cash;6
1644;25;English;2;Male;KZN;I;Product3;2008;0;Cash;2
1647;25;English;3;Male;KZN;G;Product3;2012;0;Cash;2
1654;25;English;3;Male;KZN;;Product1;2013;0;Cash;4
1659;25;English;2;Male;KZN;B;Product3;2012;1;Cash;6
1660;25;English;2;Female;KZN;H;Product1;2011;1;Cash;2
1667;25;English;2;Male;KZN;C;Product3;2012;0;Debit;5
1675;25;English;2;Male;KZN;H;Product3;2008;1;Cash;2
1681;25;English;2;Female;KZN;I;Product6;2012;1;Cash;2
1690;25;English;2;Female;KZN;E;Product3;2011;1;Cash;2
1697;25;English;2;Female;KZN;E;Product6;2012;0;Cash;2
1707;25;English;2;Male;KZN;E;Product3;2009;0;Cash;2
1709;25;English;1;Female;KZN;;Product3;2013;0;Cash;6
1716;25;English;3;Male;KZN;B;Product1;2012;0;Debit;4
1719;25;English;3;Male;KZN;F;Product8;2008;1;Cash;4
1720;25;English;2;Female;KZN;;Product5;2013;0;Cash;6
1728;25;English;2;Female;KZN;;Product5;2013;0;Cash;6
1730;25;English;2;Male;KZN;E;Product3;2009;1;Cash;2
1731;25;English;2;Female;KZN;H;Product3;2012;0;Debit;2
1747;25;English;3;Female;KZN;H;Product3;2010;1;Cash;2
1749;25;English;2;Male;KZN;;Product10;2011;1;Cash;6
1775;25;English;2;Female;KZN;;Product6;2013;1;Cash;6
1777;25;English;2;Female;KZN;I;Product3;2011;0;Cash;2
1780;25;English;1;Female;KZN;I;Product8;2006;1;Cash;2
1795;26;English;2;Female;KZN;;Product3;2013;1;Cash;6
1798;26;English;2;Male;KZN;G;Product6;2010;1;Cash;2
1804;26;English;2;Male;KZN;H;Product10;2009;1;Cash;2
1808;26;English;2;Male;KZN;B;Product3;2011;1;Cash;6
1810;26;English;2;Male;KZN;C;Product3;2011;0;Debit;5
1817;26;English;2;Male;KZN;G;Product3;2011;0;Cash;2
1834;26;English;2;Male;KZN;;Product3;2013;1;Cash;6
1835;26;English;2;Male;KZN;D;Product3;2011;1;Debit;5
1836;26;English;2;Female;KZN;H;Product3;2010;1;Cash;2
1838;26;English;2;Male;KZN;E;Product6;2011;0;Cash;2
1848;26;English;1;Male;KZN;;Product3;2013;0;Debit;5
1859;26;English;3;Female;KZN;;Product6;2013;0;Cash;6
1869;26;English;3;Male;KZN;G;Product1;2012;0;Debit;4
1875;26;English;2;Female;KZN;;Product5;2013;0;Cash;6
1884;26;English;2;Male;KZN;;Product3;2011;1;Cash;6
1888;26;English;1;Male;KZN;F;Product8;2011;1;Cash;2
1891;26;English;1;Male;KZN;F;Product3;2012;1;Cash;6
1894;26;English;1;Male;KZN;;Product3;2013;0;Debit;5
1898;26;English;3;Male;KZN;G;Product3;2012;0;Debit;5
1909;26;English;3;Male;KZN;C;Product3;2012;1;Cash;6
1915;26;English;3;Male;KZN;;Product1;2013;1;Cash;4
1920;26;English;1;Male;KZN;H;Product3;2011;1;Cash;2
1934;26;English;3;Female;KZN;;Product3;2013;0;Debit;5
1945;26;English;2;Female;KZN;H;Product3;2008;1;Cash;2
1950;26;English;3;Male;KZN;C;Product1;2012;0;Debit;4
1958;26;English;1;Male;KZN;;Product3;2008;1;Cash;6
1963;26;English;2;Female;KZN;;Product5;2013;1;Cash;6
1969;26;English;1;Female;KZN;F;Product3;2012;0;Debit;5
1975;26;English;2;Male;KZN;H;Product3;2010;1;Cash;2
1980;26;English;2;Male;KZN;;Product3;2011;0;Cash;6
1983;26;English;2;Female;KZN;I;Product10;2012;1;Debit;2
1990;26;English;2;Female;KZN;I;Product6;2011;0;Cash;2
1991;26;English;2;Male;KZN;H;Product3;2012;0;Cash;2
1997;26;English;2;Male;KZN;;Product4;2013;0;Cash;6
2000;26;English;2;Female;KZN;;Product3;2013;0;Cash;6
2007;26;English;2;Female;KZN;;Product5;2013;1;Cash;6
2011;26;English;2;Male;KZN;I;Product3;2012;1;Cash;2
2026;26;English;2;Female;KZN;F;Product3;2011;1;Debit;5
2028;26;English;2;Male;KZN;I;Product3;2010;1;Cash;2
2029;26;English;2;Male;KZN;;Product3;2013;0;Cash;6
2035;26;English;2;Male;KZN;H;Product3;2009;0;Cash;2
2040;26;English;2;Female;KZN;;Product3;2008;1;Cash;6
2068;26;English;2;Male;KZN;H;Product3;2011;0;Debit;5
2078;26;English;2;Male;KZN;I;Product3;2010;1;Cash;2
2082;26;English;2;Male;KZN;I;Product6;2013;0;Cash;2
2093;26;English;3;Female;KZN;G;Product3;2012;0;Debit;5
2094;26;English;2;Female;KZN;;Product3;2013;1;Cash;6
2096;26;English;2;Female;KZN;;Product3;2012;1;Cash;6
2102;26;English;1;Male;KZN;;Product1;2012;1;Cash;6
2117;26;English;2;Male;KZN;H;Product3;2012;1;Cash;2
2135;26;English;2;Female;KZN;;Product3;2011;1;Cash;6
2136;26;English;2;Male;KZN;G;Product5;2011;1;Debit;5
2147;26;English;2;Female;KZN;I;Product3;2012;1;Cash;2
2158;26;English;2;Male;KZN;;Product3;2011;1;Cash;6
2171;26;English;2;Female;KZN;;Product3;2013;0;Cash;6
2179;26;English;2;Male;KZN;;Product3;2013;1;Cash;6
2184;26;English;1;Female;KZN;H;Product1;2012;1;Cash;2
2201;26;English;2;Male;KZN;;Product6;2012;1;Cash;6
2202;26;English;1;Female;KZN;C;Product3;2007;0;Cash;2
2207;26;English;2;Male;KZN;G;Product3;2011;1;Cash;2
2209;26;English;3;Female;KZN;H;Product10;2009;0;Cash;4
2220;26;English;2;Female;KZN;G;Product3;2012;1;Cash;2
2231;26;English;2;Male;KZN;;Product3;2009;1;Cash;6
2241;26;English;1;Male;KZN;F;Product8;2011;0;Debit;5
2245;26;English;2;Female;KZN;I;Product6;2011;0;Cash;2
2253;26;English;2;Female;KZN;B;Product3;2012;0;Cash;6
2274;26;English;1;Male;KZN;G;Product3;2008;0;Cash;2
2283;26;English;3;Male;KZN;A;Product1;2010;0;Cash;4
2284;26;English;2;Male;KZN;;Product3;2012;1;Debit;5
2303;26;English;2;Male;KZN;G;Product3;2012;1;Cash;2
2305;26;English;2;Male;KZN;;Product3;2013;0;Cash;6
2309;26;English;2;Female;KZN;;Product3;2013;0;Cash;6
2310;26;English;1;Female;KZN;G;Product10;2013;0;Cash;2
2321;26;English;2;Female;KZN;H;Product3;2012;1;Debit;5
2322;26;English;2;Female;KZN;;Product4;2013;0;Cash;6
2327;26;English;2;Male;KZN;H;Product3;2009;0;Cash;2
2329;26;English;1;Male;KZN;E;Product3;2011;0;Debit;5
2332;26;English;3;Female;KZN;I;Product3;2009;0;Cash;2
2365;26;English;2;Male;KZN;F;Product3;2010;1;Cash;2
2369;26;English;2;Female;KZN;I;Product6;2012;1;Cash;2
2371;26;English;2;Male;KZN;H;Product3;2010;1;Cash;2
2373;26;English;2;Female;KZN;I;Product5;2012;1;Cash;2
2374;26;English;2;Female;KZN;;Product3;2010;1;Cash;6
2375;26;English;2;Female;KZN;;Product3;2013;1;Cash;6
2393;26;English;3;Male;KZN;;Product3;2011;1;Cash;6
2394;26;English;2;Male;KZN;F;Product3;2012;0;Debit;5
2395;26;English;1;Female;KZN;;Null;2013;0;Debit;6
2400;26;English;2;Male;KZN;G;Product3;2012;1;Cash;2
2408;27;English;2;Male;KZN;;Product3;2013;0;Cash;6
2411;27;English;2;Male;KZN;H;Product5;2010;0;Cash;2
2412;27;English;2;Female;KZN;H;Product10;2012;1;Cash;2
2413;27;English;2;Female;KZN;D;Product3;2008;1;Cash;2
2421;27;English;2;Female;KZN;H;Product1;2008;1;Cash;2
2427;27;English;2;Male;KZN;;Product3;2013;1;Cash;6
2445;27;English;3;Female;KZN;C;Product3;2010;1;Cash;2
2460;27;English;3;Male;KZN;;Product3;2012;1;Cash;6
2467;27;English;3;Male;KZN;I;Product6;2012;1;Cash;2
2469;27;English;3;Female;KZN;G;Product1;2008;0;Debit;4
2472;27;English;3;Female;KZN;D;Product1;2013;0;Debit;4
2479;27;English;2;Male;KZN;C;Product3;2011;1;Debit;5
2493;27;English;2;Male;KZN;I;Product3;2010;0;Cash;2
2532;27;English;2;Male;KZN;I;Product10;2012;1;Cash;2
2538;27;English;1;Female;KZN;G;Product3;2011;1;Debit;5
2541;27;English;2;Male;KZN;G;Product3;2012;1;Cash;2
2542;27;English;2;Female;KZN;;Product3;2013;0;Debit;5
2543;27;English;3;Female;KZN;H;Product10;2013;1;Cash;4
2550;27;English;2;Female;KZN;F;Product3;2013;0;Debit;5
2554;27;English;2;Male;KZN;I;Product3;2012;1;Cash;2
2560;27;English;1;Female;KZN;G;Product3;2011;1;Debit;2
2570;27;English;2;Male;KZN;G;Product3;2010;1;Cash;2
2574;27;English;2;Male;KZN;G;Product3;2010;1;Debit;5
2575;27;English;2;Female;KZN;C;Product3;2011;0;Debit;5
2576;27;English;2;Male;KZN;I;Product3;2010;0;Cash;2
2579;27;English;2;Female;KZN;H;Product5;2012;1;Cash;2
2601;27;English;2;Male;KZN;E;Product3;2012;1;Cash;6
2610;27;English;2;Male;KZN;;Product3;2013;1;Cash;6
2618;27;English;2;Female;KZN;;Product10;2013;0;Cash;6
2623;27;English;2;Female;KZN;C;Null;2011;0;Debit;5
2636;27;English;2;Female;KZN;B;Product1;2011;0;Debit;4
2640;27;English;1;Male;KZN;H;Product3;2011;0;Cash;2
2641;27;English;3;Female;KZN;A;Product1;2009;0;Cash;4
2642;27;English;1;Male;KZN;F;Product3;2006;0;Debit;5
2661;27;English;2;Female;KZN;H;Product3;2012;1;Cash;2
2671;27;English;3;Female;KZN;C;Product3;2011;0;Debit;5
2673;27;English;1;Female;KZN;I;Product3;2010;0;Cash;2
2675;27;Afrikaans;3;Male;KZN;;Product3;2013;0;Debit;1
2687;27;English;2;Male;KZN;I;Product5;2012;1;Cash;2
2688;27;English;2;Male;KZN;;Product5;2013;1;Cash;6
2704;27;English;2;Male;KZN;I;Product3;2012;0;Cash;2
2705;27;English;2;Male;KZN;C;Product3;2008;1;Cash;6
2714;27;English;2;Female;KZN;F;Product1;2010;0;Cash;2
2721;27;English;2;Female;KZN;F;Product3;2012;0;Cash;2
2722;27;English;2;Male;KZN;;Product3;2009;0;Cash;6
2728;27;English;2;Female;KZN;;Product6;2013;0;Cash;6
2741;27;English;3;Female;KZN;I;Product1;2012;0;Cash;2
2743;27;English;2;Male;KZN;C;Product3;2011;1;Cash;6
2751;27;English;1;Male;KZN;C;Product3;2010;0;Debit;5
2754;27;English;2;Female;KZN;;Product3;2011;0;Cash;6
2766;27;English;2;Male;KZN;;Product6;2013;0;Cash;6
2781;27;English;1;Male;KZN;G;Product3;2012;1;Cash;2
2786;27;English;4;Female;KZN;;Product3;2013;1;Cash;6
2795;27;English;2;Male;KZN;;Product3;2013;0;Cash;6
2797;27;English;2;Female;KZN;;Product3;2013;0;Cash;6
2799;27;English;2;Female;KZN;;Product3;2008;1;Cash;6
2806;27;English;2;Female;KZN;;Product5;2013;0;Cash;6
2810;27;English;1;Male;KZN;C;Product1;2013;1;Debit;5
2814;27;English;2;Male;KZN;H;Product3;2010;1;Debit;5
2817;27;English;2;Female;KZN;;Product3;2010;1;Cash;6
2819;27;English;2;Male;KZN;;Product3;2013;0;Cash;6
2827;27;English;3;Male;KZN;;Product1;2013;0;Cash;4
2831;27;English;2;Female;KZN;B;Product1;2012;0;Debit;4
2833;27;English;2;Male;KZN;;Product3;2013;0;Cash;6
2834;27;English;2;Female;KZN;C;Product6;2011;0;Cash;6
2838;27;English;3;Male;KZN;H;Product1;2009;1;Cash;2
2841;27;English;3;Female;KZN;;Product3;2013;1;Cash;6
2848;27;English;2;Female;KZN;;Product6;2011;1;Cash;6
2850;27;English;2;Male;KZN;F;Product3;2009;0;Debit;5
2858;27;English;2;Female;KZN;;Product3;2012;1;Cash;6
2859;27;English;2;Female;KZN;H;Product6;2010;1;Debit;5
2871;27;English;3;Female;KZN;C;Product6;2011;1;Debit;5
2879;27;English;3;Female;KZN;C;Product1;2008;0;Debit;4
2890;27;English;2;Male;KZN;;Product3;2011;1;Cash;6
2892;27;English;2;Female;KZN;;Product4;2013;0;Cash;6
2925;27;English;2;Male;KZN;;Product3;2013;1;Cash;6
2928;27;English;2;Female;KZN;;Product3;2013;1;Cash;6
2929;27;English;1;Female;KZN;E;Product3;2010;1;Debit;5
